id,orders
Brno_1_2024-04-03,8365.252417448406
Brno_1_2024-04-04,9091.526776476476
Brno_1_2024-04-05,10586.128911235679
Brno_1_2024-04-06,9291.706840176748
Brno_1_2024-04-07,8225.599431941986
Brno_1_2024-04-08,8136.406409698213
Brno_1_2024-04-09,8610.516829325798
Brno_1_2024-04-10,8524.858563597374
Brno_1_2024-04-11,9056.97615470155
Brno_1_2024-04-12,10564.044226446584
Brno_1_2024-04-13,9539.644686383308
Brno_1_2024-04-14,8673.994652950718
Brno_1_2024-04-15,8315.448762705171
Brno_1_2024-04-16,8554.529235134414
Brno_1_2024-04-17,8470.606560719672
Brno_1_2024-04-18,8728.492126038716
Brno_1_2024-04-19,10430.947942548206
Brno_1_2024-04-20,9179.831927467416
Brno_1_2024-04-21,8352.88736728009
Brno_1_2024-04-22,8219.7625014822
Brno_1_2024-04-23,8383.087853271014
Brno_1_2024-04-24,8320.185632644632
Brno_1_2024-04-25,8611.179982071926
Brno_1_2024-04-26,10338.495215463316
Brno_1_2024-04-27,9057.884229696767
Brno_1_2024-04-28,8168.841340032599
Brno_1_2024-04-29,8085.388436568996
Brno_1_2024-04-30,8011.870954154687
Brno_1_2024-05-01,7229.63387232204
Brno_1_2024-05-02,8532.848761535734
Brno_1_2024-05-03,9912.081983497115
Brno_1_2024-05-04,8816.210449129248
Brno_1_2024-05-05,8195.447210834533
Brno_1_2024-05-06,8160.855799174184
Brno_1_2024-05-07,8358.250241042162
Brno_1_2024-05-08,8246.630592876936
Brno_1_2024-05-09,8830.855430524429
Brno_1_2024-05-10,10147.905797394771
Brno_1_2024-05-11,9070.804839718348
Brno_1_2024-05-12,8425.975439834363
Brno_1_2024-05-13,8363.837065097308
Brno_1_2024-05-14,8601.560903786298
Brno_1_2024-05-15,8449.854281990272
Prague_2_2024-03-16,6365.8635524226565
Prague_2_2024-03-17,6144.443146838808
Prague_2_2024-03-18,5726.058435093929
Prague_2_2024-03-19,5513.824974649258
Prague_2_2024-03-20,5531.775884675707
Prague_2_2024-03-21,5718.399127824386
Prague_2_2024-03-22,7218.012823853309
Prague_2_2024-03-23,6280.7396563301045
Prague_2_2024-03-24,6064.661257227854
Prague_2_2024-03-25,5688.733218635441
Prague_2_2024-03-26,5451.03100754999
Prague_2_2024-03-27,5468.670475717083
Prague_2_2024-03-28,5694.955880084926
Prague_2_2024-03-29,6055.312271505431
Prague_2_2024-03-30,5047.743419068028
Prague_2_2024-03-31,4877.930771942553
Prague_2_2024-04-01,4685.9837248494805
Prague_2_2024-04-02,5805.652209221919
Prague_2_2024-04-03,5779.075662605747
Prague_2_2024-04-04,6268.776030917147
Prague_2_2024-04-05,7443.917721903144
Prague_2_2024-04-06,6343.8677105427105
Prague_2_2024-04-07,5937.93131892575
Prague_2_2024-04-08,5586.456087778182
Prague_2_2024-04-09,5825.101999960968
Prague_2_2024-04-10,5821.726144768598
Prague_2_2024-04-11,6166.650191471363
Prague_2_2024-04-12,7320.638892894753
Prague_2_2024-04-13,6524.367965509557
Prague_2_2024-04-14,6354.955238184319
Prague_2_2024-04-15,5792.675705097418
Prague_2_2024-04-16,5727.289764468935
Prague_2_2024-04-17,5737.202246619196
Prague_2_2024-04-18,5854.990932433982
Prague_2_2024-04-19,7196.215076187257
Prague_2_2024-04-20,6266.25240323963
Prague_2_2024-04-21,6119.468484727092
Prague_2_2024-04-22,5778.898436982953
Prague_2_2024-04-23,5594.767053518714
Prague_2_2024-04-24,5592.223132593956
Prague_2_2024-04-25,5762.878572414881
Prague_2_2024-04-26,7163.523644966207
Prague_2_2024-04-27,6262.886900608409
Prague_2_2024-04-28,6017.186507709898
Prague_2_2024-04-29,5662.88506999365
Prague_2_2024-04-30,5525.990911879762
Prague_2_2024-05-01,5462.262858827482
Prague_2_2024-05-02,5867.9351281664885
Prague_2_2024-05-03,6934.720993196421
Prague_2_2024-05-04,6074.470421486972
Prague_2_2024-05-05,5913.813344972171
Prague_2_2024-05-06,5684.007672108441
Prague_2_2024-05-07,5689.753929421636
Prague_2_2024-05-08,6149.555373331106
Prague_2_2024-05-09,6044.791875672058
Prague_2_2024-05-10,7103.603593951802
Prague_2_2024-05-11,6236.828203991722
Prague_2_2024-05-12,6114.46059109557
Prague_2_2024-05-13,5886.281680902813
Prague_2_2024-05-14,5806.052861902547
Prague_2_2024-05-15,5748.6820476563835
Prague_3_2024-03-16,5744.265528071013
Prague_3_2024-03-17,5461.7898599748
Prague_3_2024-03-18,5144.601459924574
Prague_3_2024-03-19,4924.028567708999
Prague_3_2024-03-20,4899.654291803085
Prague_3_2024-03-21,5074.458622838187
Prague_3_2024-03-22,6445.040765137007
Prague_3_2024-03-23,5700.215838704547
Prague_3_2024-03-24,5400.687545938768
Prague_3_2024-03-25,5119.153245093524
Prague_3_2024-03-26,4878.316325929436
Prague_3_2024-03-27,4847.104979977674
Prague_3_2024-03-28,5087.5489429409445
Prague_3_2024-03-29,5305.925682696682
Prague_3_2024-03-30,4467.62040436633
Prague_3_2024-03-31,4229.901562496033
Prague_3_2024-04-01,4061.3728512645416
Prague_3_2024-04-02,5216.392474172516
Prague_3_2024-04-03,5172.197493097836
Prague_3_2024-04-04,5638.199003833449
Prague_3_2024-04-05,6666.299664019514
Prague_3_2024-04-06,5742.935561180383
Prague_3_2024-04-07,5245.833817172372
Prague_3_2024-04-08,5007.8195398745875
Prague_3_2024-04-09,5208.919465491004
Prague_3_2024-04-10,5173.158164999177
Prague_3_2024-04-11,5524.69431805236
Prague_3_2024-04-12,6524.426015617104
Prague_3_2024-04-13,5903.519514766155
Prague_3_2024-04-14,5678.453218166991
Prague_3_2024-04-15,5212.936691462631
Prague_3_2024-04-16,5139.6102744858
Prague_3_2024-04-17,5105.700946084852
Prague_3_2024-04-18,5214.423730737619
Prague_3_2024-04-19,6415.514157458336
Prague_3_2024-04-20,5655.240931895429
Prague_3_2024-04-21,5461.398017311565
Prague_3_2024-04-22,5208.749626412254
Prague_3_2024-04-23,4990.844466024002
Prague_3_2024-04-24,4961.159146689538
Prague_3_2024-04-25,5130.649425890341
Prague_3_2024-04-26,6391.586623209053
Prague_3_2024-04-27,5679.137071029599
Prague_3_2024-04-28,5362.486288488411
Prague_3_2024-04-29,5117.638497893049
Prague_3_2024-04-30,4962.539426508985
Prague_3_2024-05-01,4876.544982199355
Prague_3_2024-05-02,5261.910400361883
Prague_3_2024-05-03,6192.799853718629
Prague_3_2024-05-04,5514.699318867827
Prague_3_2024-05-05,5255.3395380392285
Prague_3_2024-05-06,5130.61307640085
Prague_3_2024-05-07,5101.316668871106
Prague_3_2024-05-08,5358.989133174131
Prague_3_2024-05-09,5437.806524058055
Prague_3_2024-05-10,6342.101992861626
Prague_3_2024-05-11,5651.7140279006335
Prague_3_2024-05-12,5459.541495053248
Prague_3_2024-05-13,5326.016292802752
Prague_3_2024-05-14,5224.10105350684
Prague_3_2024-05-15,5139.355307425138
Munich_1_2024-03-16,6681.972388844897
Munich_1_2024-03-18,6090.531900288857
Munich_1_2024-03-19,4732.745174911765
Munich_1_2024-03-20,4469.59019881464
Munich_1_2024-03-21,4628.673449271009
Munich_1_2024-03-22,6583.734455918879
Munich_1_2024-03-23,6610.837586612794
Munich_1_2024-03-25,6111.4366196522
Munich_1_2024-03-26,4960.321457147075
Munich_1_2024-03-27,4585.698426111841
Munich_1_2024-03-28,4566.608538014165
Munich_1_2024-03-30,6159.471247918307
Munich_1_2024-04-02,4493.479638854913
Munich_1_2024-04-03,4418.477402277944
Munich_1_2024-04-04,4868.201164533647
Munich_1_2024-04-05,6350.66622232503
Munich_1_2024-04-06,6348.587550079429
Munich_1_2024-04-08,5955.456205893448
Munich_1_2024-04-09,4954.244322725801
Munich_1_2024-04-10,4714.465481765889
Munich_1_2024-04-11,4932.030235500914
Munich_1_2024-04-12,6598.86145948964
Munich_1_2024-04-13,6762.205076879832
Munich_1_2024-04-15,6109.507213743905
Munich_1_2024-04-16,4920.175437392296
Munich_1_2024-04-17,4738.04151598951
Munich_1_2024-04-18,4666.771646670798
Munich_1_2024-04-19,6553.842754427412
Munich_1_2024-04-20,6581.799486142925
Munich_1_2024-04-22,6159.2686067067025
Munich_1_2024-04-23,4833.369666716196
Munich_1_2024-04-24,4552.676781287733
Munich_1_2024-04-25,4714.424870869272
Munich_1_2024-04-26,6563.624981254566
Munich_1_2024-04-27,6709.650561171937
Munich_1_2024-04-29,5989.7812100576475
Munich_1_2024-04-30,4816.53949350174
Munich_1_2024-05-02,4881.282415032997
Munich_1_2024-05-03,6412.770558569177
Munich_1_2024-05-04,6468.873560585787
Munich_1_2024-05-06,5918.022743785577
Munich_1_2024-05-07,4800.91142705764
Munich_1_2024-05-08,4733.54535020124
Munich_1_2024-05-10,6395.28327758971
Munich_1_2024-05-11,6462.545340999168
Munich_1_2024-05-13,6059.6331526002095
Munich_1_2024-05-14,4882.732945795121
Munich_1_2024-05-15,4788.356116556341
Frankfurt_1_2024-03-16,2071.374638103517
Frankfurt_1_2024-03-18,1782.9929464216525
Frankfurt_1_2024-03-19,1493.6382174424352
Frankfurt_1_2024-03-20,1484.8144597461092
Frankfurt_1_2024-03-21,1503.5620008820192
Frankfurt_1_2024-03-22,2018.9435899373661
Frankfurt_1_2024-03-23,2586.112087134442
Frankfurt_1_2024-03-25,2427.086832296204
Frankfurt_1_2024-03-26,2137.9531820294696
Frankfurt_1_2024-03-27,1876.7806904221738
Frankfurt_1_2024-03-28,2138.105387648596
Frankfurt_1_2024-03-30,3345.241664297662
Frankfurt_1_2024-04-02,2274.739270919254
Frankfurt_1_2024-04-03,2103.8171281503937
Frankfurt_1_2024-04-04,2493.366190436426
Frankfurt_1_2024-04-05,2929.0472495323434
Frankfurt_1_2024-04-06,2575.9036852945246
Frankfurt_1_2024-04-08,2209.302896101432
Frankfurt_1_2024-04-09,2308.646044886389
Frankfurt_1_2024-04-10,2141.302285111961
Frankfurt_1_2024-04-11,2422.183662926643
Frankfurt_1_2024-04-12,2531.715365894981
Frankfurt_1_2024-04-13,2693.0892351621915
Frankfurt_1_2024-04-15,1884.1808469331909
Frankfurt_1_2024-04-16,1701.5553840948955
Frankfurt_1_2024-04-17,1667.1330020721389
Frankfurt_1_2024-04-18,1611.5381708786717
Frankfurt_1_2024-04-19,2022.4440409634358
Frankfurt_1_2024-04-20,2040.8321276382612
Frankfurt_1_2024-04-22,1916.3342518218033
Frankfurt_1_2024-04-23,1640.478085168128
Frankfurt_1_2024-04-24,1594.8865061778638
Frankfurt_1_2024-04-25,1601.1270379536472
Frankfurt_1_2024-04-26,2074.22181167612
Frankfurt_1_2024-04-27,2157.931843974848
Frankfurt_1_2024-04-29,1910.8218821850132
Frankfurt_1_2024-04-30,1902.1995670847396
Frankfurt_1_2024-05-02,1640.2326815114252
Frankfurt_1_2024-05-03,1983.106896289402
Frankfurt_1_2024-05-04,1994.131633709936
Frankfurt_1_2024-05-06,1852.6572572309437
Frankfurt_1_2024-05-07,1756.8733919519914
Frankfurt_1_2024-05-08,1747.7299036662112
Frankfurt_1_2024-05-10,2056.4067966996886
Frankfurt_1_2024-05-11,2130.1826650618823
Frankfurt_1_2024-05-13,1990.8406689186722
Frankfurt_1_2024-05-14,1811.6145450154631
Frankfurt_1_2024-05-15,1803.8642562842315
Budapest_1_2024-03-16,7064.368048001261
Budapest_1_2024-03-17,6522.550277350712
Budapest_1_2024-03-18,6428.6386657233425
Budapest_1_2024-03-19,6506.795896558519
Budapest_1_2024-03-20,6492.308899367743
Budapest_1_2024-03-21,6636.761938246722
Budapest_1_2024-03-22,7572.0893038403565
Budapest_1_2024-03-23,6970.449394722922
Budapest_1_2024-03-24,6397.33406872809
Budapest_1_2024-03-25,6349.8006882102045
Budapest_1_2024-03-26,6420.742163247193
Budapest_1_2024-03-27,6415.567117309135
Budapest_1_2024-03-28,6587.021332707521
Budapest_1_2024-03-30,6405.78623250906
Budapest_1_2024-04-02,7035.539401432528
Budapest_1_2024-04-03,6905.519791509001
Budapest_1_2024-04-04,7294.935273399454
Budapest_1_2024-04-05,8125.434618538272
Budapest_1_2024-04-06,7629.443434987485
Budapest_1_2024-04-07,7039.581846789051
Budapest_1_2024-04-08,6351.021288720813
Budapest_1_2024-04-09,6622.370173428173
Budapest_1_2024-04-10,6682.623284714269
Budapest_1_2024-04-11,6917.990438533507
Budapest_1_2024-04-12,7637.941965999502
Budapest_1_2024-04-13,7153.362166045927
Budapest_1_2024-04-14,6699.30374329179
Budapest_1_2024-04-15,6427.243344708395
Budapest_1_2024-04-16,6569.153321805975
Budapest_1_2024-04-17,6610.7660388044715
Budapest_1_2024-04-18,6676.147747515128
Budapest_1_2024-04-19,7481.109969972094
Budapest_1_2024-04-20,6868.400369562851
Budapest_1_2024-04-21,6334.441393369423
Budapest_1_2024-04-22,6335.2940316633685
Budapest_1_2024-04-23,6431.087560474798
Budapest_1_2024-04-24,6408.018561564189
Budapest_1_2024-04-25,6549.565664995776
Budapest_1_2024-04-26,7468.084514796468
Budapest_1_2024-04-27,7031.836592927691
Budapest_1_2024-04-28,6380.814825743695
Budapest_1_2024-04-29,6377.679915959732
Budapest_1_2024-04-30,6586.804848675682
Budapest_1_2024-05-02,6800.345760343804
Budapest_1_2024-05-03,7369.091998939113
Budapest_1_2024-05-04,6822.864536133273
Budapest_1_2024-05-05,6300.667029736138
Budapest_1_2024-05-06,6439.495715989453
Budapest_1_2024-05-07,6595.14596554389
Budapest_1_2024-05-08,6590.657035468107
Budapest_1_2024-05-09,6799.3587143792465
Budapest_1_2024-05-10,7483.6310364770925
Budapest_1_2024-05-11,6927.011209148946
Budapest_1_2024-05-12,6442.045186816422
Budapest_1_2024-05-13,6552.88135731122
Budapest_1_2024-05-14,6610.456105202215
Budapest_1_2024-05-15,6553.213436209335
